input file;carbon, runtime [s];carbon, exit condition;carbon, timeout;silicon, runtime [s];silicon, exit condition;silicon, timeout;silicon_timeout, runtime [s];silicon_timeout, exit condition;silicon_timeout, timeout
../arp-plugin/evaluation/performance/test_fast/fields1_arp_enc.sil;7.286146311999801;0;False;4.280246412999986;1;False;18.508199007000258;0;False
../arp-plugin/evaluation/performance/test_fast/fields1_arp_enc.sil;7.182698931000232;0;False;4.97697201200026;1;False;19.46044372599954;0;False
../arp-plugin/evaluation/performance/test_fast/fields1_arp_enc.sil;7.091557763999845;0;False;4.174567718000617;1;False;22.2671049999999;0;False
../arp-plugin/evaluation/performance/test_fast/fields1_arp_enc.sil;7.181408010000268;0;False;4.174877252999977;1;False;9.74156727100035;0;False
../arp-plugin/evaluation/performance/test_fast/fields1_arp_enc.sil;7.131791736000196;0;False;5.377592570000161;1;False;18.50841812100043;1;False
../arp-plugin/evaluation/performance/test_fast/fields1_arp_enc.sil;7.1355020729997705;0;False;4.4747674009995535;1;False;20.211884882999584;0;False
../arp-plugin/evaluation/performance/test_fast/fields1_arp_enc.sil;7.130923807999352;0;False;4.424562466999305;1;False;35.85176691400011;0;False
../arp-plugin/evaluation/performance/test_fast/fields1_arp_enc.sil;7.1805609489993;0;False;3.923569888000202;1;False;17.4066682749999;0;False
../arp-plugin/evaluation/performance/test_fast/fields1_arp_enc.sil;7.132175073999861;0;False;7.231465621999632;1;False;29.684530607999477;0;False
../arp-plugin/evaluation/performance/test_fast/fields1_arp_enc.sil;7.182088696000392;0;False;6.881027649000316;1;False;19.91172989400002;0;False
../arp-plugin/evaluation/performance/test_fast/fields1_arp_enc.sil;7.08206482300011;0;False;4.776690292000239;1;False;26.027463733999866;0;False
../arp-plugin/evaluation/performance/test_fast/fields1_arp_enc.sil;7.079968793000262;0;False;2.520755675000146;1;False;18.157490516000507;0;False
../arp-plugin/evaluation/performance/test_fast/fields1_arp_enc.sil;7.081803382000544;0;False;3.873369167999954;1;False;16.404481038000085;0;False
../arp-plugin/evaluation/performance/test_fast/fields1_arp_enc.sil;7.130436685000859;0;False;4.375425653000093;1;False;20.762904550000712;0;False
../arp-plugin/evaluation/performance/test_fast/fields1_arp_enc.sil;7.180582273999789;0;False;4.324827209000432;1;False;30.886957715999415;1;False
../arp-plugin/evaluation/performance/test_fast/fields1_arp_enc.sil;7.181917674000033;0;False;4.676167095999517;1;False;7.984036371999537;0;False
../arp-plugin/evaluation/performance/test_fast/fields1_enc.sil;4.025660527000582;0;False;1.0212947899999563;0;False;1.0183183040007862;0;False
../arp-plugin/evaluation/performance/test_fast/fields1_enc.sil;3.2773137469994253;0;False;0.7173348460000852;0;False;0.6661890860013955;0;False
